Income_INR,Village_Risk_Score,Loan_Size_INR,Past_Repayment_History,Default
5998,0.252,5037,1,1
8599,0.059,12266,2,0
24314,0.26,19438,2,0
13635,0.451,27206,1,0
7438,0.426,7986,0,1
13177,0.033,17494,0,1
19923,0.312,39554,2,0
15714,0.088,28052,2,1
10196,0.13,12637,1,0
7161,0.323,5000,0,0
14032,0.239,32770,0,0
12049,0.115,5020,0,0
15484,0.299,30080,2,0
13596,0.306,32432,0,1
16726,0.102,17463,0,0
7573,0.321,5000,2,0
19123,0.295,17671,1,1
10924,0.436,11560,1,0
27934,0.486,37649,1,1
7012,0.257,10539,2,0
23575,0.388,45341,1,1
10926,0.253,25042,1,0
7145,0.233,9833,0,0
7770,0.419,15286,2,0
8432,0.439,5625,0,1
12235,0.289,13341,1,0
12854,0.458,8329,1,0
7429,0.284,13763,1,0
9777,0.127,22547,1,0
28886,0.276,65486,1,0
23476,0.223,25485,2,0
12309,0.347,10978,1,0
10086,0.201,9839,1,0
10509,0.335,10545,1,0
13450,0.267,7703,1,0
5934,0.357,5000,2,0
8702,0.243,7400,1,0
5000,0.015,5000,1,0
12083,0.238,6031,2,0
13678,0.195,25537,1,1
7772,0.697,13218,1,0
21741,0.504,51862,1,0
5362,0.231,6668,1,0
5000,0.326,6665,2,0
11072,0.131,6004,0,1
16706,0.2,12024,2,0
22970,0.249,42549,2,0
7867,0.677,7030,1,1
16972,0.111,34350,0,1
9708,0.422,18270,1,1
9078,0.379,17878,2,0
15395,0.156,28485,0,1
13713,0.498,25865,1,1
5000,0.381,7741,1,0
20707,0.398,37777,2,1
19732,0.334,29697,1,0
7238,0.36,6028,1,0
12063,0.182,10337,1,0
12670,0.424,15852,1,0
11274,0.456,5000,1,0
7516,0.19,17043,1,1
7074,0.409,6814,2,1
9771,0.204,5000,0,0
17789,0.283,22971,1,1
12988,0.159,27440,1,1
8223,0.15,10150,1,0
14557,0.22,13853,1,1
5000,0.276,7721,1,1
17577,0.138,28233,1,0
5000,0.343,9971,2,1
8256,0.126,17169,0,0
5654,0.306,10647,2,0
5180,0.364,5000,1,0
17683,0.216,7150,1,0
7833,0.473,19212,0,1
11769,0.281,11237,2,0
9667,0.28,9599,1,0
12563,0.384,24343,2,0
10284,0.338,16674,1,1
5210,0.284,7157,1,0
16287,0.085,10497,2,0
7731,0.317,5000,2,0
5000,0.056,9388,2,1
7989,0.161,5286,2,0
20960,0.111,27566,1,0
15140,0.333,29460,1,1
8313,0.204,19443,1,0
8311,0.303,18571,2,1
8426,0.121,18661,2,0
27955,0.172,32228,1,0
11979,0.125,28117,0,0
12271,0.58,22526,2,0
16566,0.152,37467,1,0
11152,0.164,6543,2,0
8694,0.491,5000,2,0
8971,0.319,11683,0,1
9549,0.339,20423,1,0
9714,0.174,12220,2,0
14240,0.337,32150,0,1
10157,0.199,9070,2,0
14275,0.332,6889,1,0
9505,0.402,18998,0,1
10294,0.237,17653,1,1
5000,0.533,6620,0,1
15649,0.368,34037,0,1
11769,0.248,25077,2,0
16301,0.667,17630,2,1
5000,0.076,10798,1,0
28118,0.16,31628,0,1
9229,0.357,15746,0,1
17224,0.303,13852,2,1
5884,0.026,5618,1,0
13445,0.245,18024,0,0
5844,0.379,6199,1,1
7245,0.267,5000,2,0
25771,0.494,36411,2,1
8997,0.182,13260,1,0
11033,0.554,8090,2,1
15291,0.221,11713,2,0
12680,0.402,5853,0,0
10670,0.183,5000,2,0
11878,0.69,13697,2,0
32915,0.193,23303,1,0
9616,0.48,22406,1,0
10944,0.265,8960,0,1
16736,0.644,9012,2,1
17201,0.143,21480,1,1
17917,0.384,14408,1,1
13620,0.63,7215,0,1
5588,0.286,11069,0,1
22397,0.31,35162,2,0
5579,0.232,5000,1,1
11513,0.036,15921,2,0
6787,0.083,5000,2,0
9584,0.426,10965,2,1
11665,0.213,13565,2,0
11622,0.157,24735,1,0
12221,0.833,23759,2,1
22177,0.107,50645,1,0
12416,0.203,8630,1,0
8759,0.023,13322,2,0
16027,0.105,7090,2,0
17939,0.4,38274,1,1
5357,0.249,6266,1,1
13342,0.38,7278,2,0
14052,0.524,15202,1,0
8528,0.2,8550,1,1
19689,0.098,39548,2,1
9181,0.277,6113,2,0
10538,0.32,16515,1,0
9076,0.341,18763,1,1
9974,0.717,19480,0,1
5720,0.684,13531,2,1
5000,0.281,5000,0,0
21966,0.206,25106,2,0
6480,0.149,7621,1,0
6028,0.477,5000,0,1
5000,0.156,10581,2,0
7190,0.418,13278,0,1
5107,0.34,7707,1,0
22494,0.187,28129,1,0
16397,0.301,37393,1,0
7015,0.25,6702,0,0
30522,0.188,33652,1,0
16169,0.156,38815,0,1
8413,0.381,5000,2,0
5000,0.203,10196,0,1
31115,0.188,59366,1,1
5000,0.192,11469,1,0
5000,0.28,5000,2,1
16502,0.491,40232,0,1
33519,0.186,15437,2,0
19774,0.27,21933,0,0
13120,0.514,7585,2,0
13324,0.232,6761,0,1
15164,0.151,36787,2,0
14464,0.243,27646,2,0
11391,0.366,16653,0,1
10426,0.181,6539,0,1
9592,0.261,14432,1,0
6788,0.433,7278,1,1
8601,0.347,8346,1,1
5000,0.039,8490,1,0
9422,0.445,19418,2,1
6037,0.151,8034,1,0
5699,0.162,8184,0,1
10828,0.294,19144,0,1
19850,0.366,13136,1,1
15664,0.667,33523,1,0
5000,0.123,10787,1,0
6034,0.33,9269,2,0
15841,0.404,12576,0,0
6055,0.232,8790,1,1
8845,0.554,5506,0,1
13030,0.651,26098,2,1
6098,0.337,6424,1,0
10432,0.089,10988,1,0
5079,0.086,12112,1,1
7326,0.31,9421,1,0
11613,0.35,23901,0,1
5000,0.509,8690,1,0
12335,0.29,13124,2,0
9800,0.244,6467,0,1
13046,0.314,27074,1,1
11069,0.277,22153,1,1
19576,0.2,14784,1,0
10536,0.621,9726,1,1
7984,0.313,16042,1,1
10521,0.091,25941,1,0
12986,0.272,28201,1,0
10141,0.452,18627,1,0
10100,0.344,23456,1,0
6967,0.175,6960,0,0
7104,0.621,5000,0,1
5000,0.401,5370,2,0
23736,0.128,57943,0,1
5313,0.094,11967,1,0
6999,0.178,5000,1,1
6910,0.035,10048,0,1
15482,0.574,8761,1,0
8540,0.254,17566,2,0
18469,0.101,21839,2,0
7067,0.271,16361,2,0
11378,0.089,5852,0,0
6518,0.453,12654,1,0
28928,0.378,35832,1,1
5465,0.391,5264,2,0
11555,0.29,17178,1,0
13587,0.346,19287,1,0
12172,0.226,13784,1,1
9021,0.412,15901,1,0
9275,0.404,16590,1,0
10116,0.297,5685,0,1
9195,0.522,15176,1,1
16025,0.452,30329,1,1
29889,0.119,16719,1,0
7489,0.123,13362,0,0
5000,0.093,10441,2,0
9469,0.16,20332,2,0
35948,0.344,17523,2,0
6622,0.692,12347,1,1
22461,0.288,46577,1,0
22899,0.314,28242,0,0
7504,0.381,11556,1,1
13154,0.351,12585,1,0
22341,0.171,23492,1,0
8188,0.208,11900,1,0
8939,0.367,6412,1,1
7399,0.215,8717,0,1
5958,0.224,6155,2,0
7153,0.215,6440,2,0
5367,0.397,7600,0,0
10067,0.138,21757,1,0
6734,0.204,6120,0,1
11124,0.643,19861,0,1
5000,0.404,5000,1,1
11677,0.141,8155,2,0
15014,0.32,35748,2,0
5000,0.151,8648,0,1
11932,0.67,7394,1,0
18284,0.123,31606,2,0
5405,0.136,5000,1,0
22840,0.377,51719,2,0
12203,0.18,11223,1,0
6956,0.512,14569,1,1
9624,0.332,7876,1,1
13084,0.498,20573,2,0
10280,0.122,23808,1,0
12956,0.115,13236,2,0
6245,0.3,5000,1,0
10771,0.406,16808,0,1
5000,0.061,5000,0,0
9361,0.399,18063,0,1
6298,0.352,10333,0,0
6851,0.376,7724,1,0
18362,0.179,34555,1,1
17079,0.521,15387,2,0
13420,0.083,31214,2,0
5732,0.322,6468,2,0
8448,0.396,16916,0,0
18152,0.13,17115,0,1
10623,0.058,20197,1,0
31560,0.582,14713,0,0
12048,0.426,12296,0,1
10894,0.4,6483,1,0
8479,0.25,11427,2,0
10580,0.31,13899,2,0
9170,0.281,10582,2,0
14101,0.436,34696,1,1
15968,0.276,14572,2,1
6680,0.133,13770,0,1
5086,0.126,6814,2,0
5000,0.512,5515,1,1
12759,0.082,10555,2,0
5700,0.391,9862,0,1
5000,0.185,5503,2,0
12019,0.039,25326,1,1
34423,0.398,83779,1,1
9867,0.359,8653,0,1
15051,0.257,10087,2,0
10310,0.188,10955,0,0
9419,0.568,13007,1,0
15670,0.285,16172,0,0
8560,0.224,20869,1,1
11312,0.112,23036,0,0
11624,0.119,28234,1,0
7086,0.402,8389,2,0
16252,0.221,16899,2,0
9068,0.011,11384,0,1
6782,0.17,10160,0,0
12942,0.451,25331,0,0
6315,0.373,14211,2,0
10037,0.191,13778,0,0
9852,0.653,9923,1,0
17033,0.107,18218,0,0
12548,0.091,23385,2,0
9774,0.082,15559,2,0
14896,0.154,21177,2,0
19833,0.376,16378,2,0
13080,0.185,29280,1,0
9948,0.24,20296,1,0
5136,0.057,5000,2,0
5810,0.511,6807,0,1
8496,0.458,13071,0,1
7297,0.227,9881,1,1
9013,0.226,11135,1,1
10181,0.268,19442,1,1
12898,0.308,6635,2,0
9554,0.288,13280,1,0
12622,0.307,11998,2,0
10221,0.237,5904,1,0
5000,0.12,6881,1,0
6187,0.31,5000,0,0
9209,0.202,8677,0,1
5405,0.278,7917,0,1
13359,0.081,32660,0,0
21276,0.211,39084,1,1
18203,0.154,17970,1,0
8895,0.375,10701,1,0
20855,0.291,26129,1,0
10660,0.167,7703,2,0
8362,0.182,6165,0,1
7283,0.336,5182,2,0
8508,0.323,12723,0,1
8151,0.262,14800,2,0
10777,0.352,17680,1,0
10724,0.473,26310,2,0
9912,0.153,6585,0,0
12313,0.074,30434,2,0
17949,0.368,24770,2,0
15911,0.178,13669,1,0
5000,0.357,11904,1,0
5000,0.388,6920,0,1
15790,0.309,17834,1,0
5000,0.171,5000,1,0
8845,0.03,8513,1,1
5513,0.104,13542,0,0
5000,0.128,5191,1,1
12974,0.335,31831,1,0
14466,0.524,15818,1,0
7418,0.132,6572,0,0
5000,0.295,5000,1,0
7531,0.213,9526,0,1
12038,0.146,10802,1,0
5000,0.396,9317,1,1
10847,0.46,9800,1,0
9821,0.303,21159,1,0
13222,0.373,28446,2,0
10506,0.297,10502,2,0
6084,0.253,12061,2,1
18002,0.493,39621,0,1
9142,0.114,14987,1,0
9762,0.121,11415,2,0
6206,0.029,8230,2,0
7929,0.332,16264,0,1
6358,0.371,6460,2,1
9077,0.273,10006,2,0
23291,0.321,17181,2,0
5000,0.15,6190,0,1
5000,0.2,5000,1,0
20652,0.222,22184,1,1
8913,0.121,10556,1,0
7083,0.125,6633,1,0
16646,0.297,10201,2,0
7311,0.14,10934,2,0
24661,0.354,54666,0,1
13890,0.494,15347,1,1
7754,0.217,6958,1,0
29104,0.27,29063,2,0
7311,0.08,16157,1,1
14343,0.112,21635,1,0
11494,0.088,7755,1,0
18974,0.293,35850,1,0
21606,0.379,15646,0,0
10056,0.145,5295,1,0
6790,0.446,6362,2,1
12456,0.496,9379,0,1
7052,0.239,11781,1,0
27083,0.29,38393,2,0
10596,0.25,20350,0,0
8244,0.277,12155,0,0
10854,0.039,13892,1,0
5046,0.236,7595,2,1
6088,0.019,7990,1,0
18037,0.431,8619,1,0
7126,0.422,13037,0,1
5863,0.218,14193,2,0
12943,0.53,16648,1,0
17905,0.601,23094,1,1
14178,0.205,7034,1,0
16285,0.393,36964,1,1
6779,0.509,15938,1,1
5000,0.175,10537,1,1
20966,0.081,13068,2,0
8422,0.293,19291,0,1
8730,0.306,5000,1,0
19227,0.303,25641,1,1
13070,0.184,18969,0,0
12430,0.206,26743,2,0
29216,0.05,57756,0,1
7174,0.273,14878,0,1
15739,0.538,34982,0,1
10183,0.364,14254,0,1
11319,0.071,23075,0,1
21252,0.155,11537,1,1
12758,0.18,17013,1,0
12953,0.437,6001,0,1
16920,0.626,39291,2,0
8246,0.109,19895,1,0
6505,0.347,5000,1,1
5869,0.385,8913,0,1
5000,0.047,5413,1,0
27669,0.149,30971,0,0
5700,0.5,7676,0,1
8860,0.03,5871,1,0
8617,0.103,6718,1,1
11541,0.614,18610,0,1
14881,0.315,6538,2,0
15218,0.149,25255,0,0
7394,0.192,7909,0,1
9103,0.368,19551,1,0
11399,0.487,18922,1,1
8739,0.477,16492,2,0
22107,0.09,14155,1,1
12650,0.256,12123,1,0
14291,0.161,35629,0,1
13786,0.144,18069,2,0
17796,0.251,20529,0,0
10834,0.358,24216,2,0
5174,0.124,5000,2,0
12086,0.134,18408,2,0
7146,0.229,6013,1,0
7598,0.514,8913,1,0
13268,0.304,10874,1,0
18382,0.116,8812,0,0
10002,0.499,12750,2,0
11549,0.234,23761,1,0
23181,0.268,55614,1,1
11163,0.297,19090,1,1
36346,0.147,44217,0,1
13131,0.115,26481,2,0
5000,0.029,7304,1,0
14424,0.022,16905,2,0
11975,0.373,9293,2,0
18861,0.211,39078,2,0
13857,0.004,20105,0,0
9235,0.622,22385,2,0
5366,0.377,11182,1,1
8914,0.203,11429,0,1
6468,0.582,12651,0,1
7403,0.364,10010,1,1
13283,0.241,7541,0,1
22809,0.061,33873,0,0
12056,0.228,26741,2,0
5442,0.248,11954,2,0
12360,0.165,19869,2,1
18003,0.288,21568,0,1
7296,0.42,5000,0,0
9255,0.227,9755,1,0
9970,0.064,24711,2,0
6684,0.128,12871,2,0
13686,0.644,26098,2,0
9316,0.049,18616,2,0
12207,0.277,20779,0,1
6350,0.222,10352,0,0
7952,0.367,10756,0,1
14202,0.251,18921,0,1
8213,0.225,18306,2,0
23470,0.46,28780,2,0
8104,0.36,17543,1,1
11073,0.246,23911,2,0
15776,0.279,31851,0,1
5000,0.546,5000,1,0
5000,0.267,5000,1,1
5000,0.477,5304,1,0
18606,0.485,40559,2,0
7510,0.13,16777,0,1
35564,0.127,17329,1,0
7464,0.327,8075,2,0
10853,0.501,23724,1,1
21398,0.163,19779,2,0
26985,0.354,66103,2,0
27743,0.361,39604,0,1
18109,0.027,42889,1,0
16515,0.384,21478,1,1
13309,0.169,14374,1,0
14605,0.272,16958,1,0
7513,0.052,16957,0,0
6574,0.173,7195,2,0
9880,0.252,17840,1,1
9089,0.3,12604,0,1
7890,0.198,18759,1,0
14019,0.238,10299,1,1
15956,0.358,20746,2,0
10344,0.293,6845,2,0
20718,0.105,33441,1,0
5592,0.087,6968,2,0
8983,0.449,5000,1,1
6915,0.376,15109,2,0
5000,0.332,5942,1,1
9496,0.263,13642,0,1
9312,0.178,11694,2,0
21093,0.151,30083,1,0
13567,0.363,5891,1,0
5930,0.14,12528,2,1
25010,0.297,27457,1,1
18224,0.358,35015,0,0
13240,0.109,7100,1,0
8837,0.225,13256,2,0
6125,0.362,14141,0,0
8216,0.244,10158,1,0
17057,0.048,13889,0,0
25394,0.536,15441,0,1
21410,0.266,47189,1,1
7750,0.13,6987,1,0
5654,0.539,13840,1,1
10619,0.089,9774,1,1
5000,0.356,7050,1,0
11632,0.294,15841,2,0
9193,0.169,5000,2,0
7839,0.089,11892,0,0
5000,0.453,9062,1,0
12794,0.216,25058,1,0
7582,0.423,11354,2,0
5513,0.033,11614,0,0
5000,0.452,9897,1,0
9761,0.482,7881,2,0
24007,0.343,29850,1,0
22711,0.175,15884,0,1
7875,0.219,5356,1,1
7323,0.297,13882,2,0
12511,0.251,18941,1,0
6007,0.186,9984,1,1
11509,0.477,22299,0,0
14516,0.137,14257,1,1
18278,0.492,22717,1,0
9413,0.191,15761,0,1
8938,0.302,5389,1,1
6380,0.435,13714,1,1
6545,0.131,7339,0,0
8837,0.156,15760,2,0
11892,0.22,29621,2,0
15627,0.287,21851,1,0
6623,0.601,5640,2,0
20875,0.049,17838,0,0
8642,0.182,5000,1,0
9791,0.247,19690,1,0
6811,0.367,6922,0,1
5000,0.24,5000,2,1
15398,0.096,29238,1,0
14305,0.244,15009,1,0
8598,0.13,14281,1,0
10234,0.433,13073,1,1
12809,0.616,14112,1,1
5000,0.278,7139,1,0
7596,0.084,8044,1,1
14722,0.121,32804,1,0
5286,0.193,5000,1,1
11461,0.509,5310,2,0
5022,0.122,6295,0,1
12496,0.1,9534,2,0
9722,0.046,19073,0,1
5000,0.299,5711,1,0
17718,0.082,16815,1,0
6854,0.098,7915,2,0
6600,0.481,5682,0,0
10941,0.305,11261,1,0
17576,0.332,27995,1,0
5955,0.144,13188,1,0
10207,0.515,12032,0,1
12263,0.441,13164,1,0
13996,0.268,28577,0,0
10809,0.121,5000,0,0
8237,0.532,8520,1,0
6543,0.097,8830,2,0
10332,0.278,17166,2,0
5790,0.065,5000,0,0
5000,0.596,6544,1,1
12311,0.236,19565,0,1
15552,0.092,22885,1,0
5000,0.065,8032,1,1
5973,0.451,10699,1,0
13488,0.165,16141,1,0
27687,0.026,14775,2,0
10000,0.218,5166,1,0
6877,0.748,15153,1,1
9032,0.185,16461,2,0
19681,0.714,39457,0,1
7165,0.581,16842,1,1
6636,0.339,13115,1,0
7774,0.147,14412,2,0
6144,0.362,10919,1,1
10523,0.215,9923,0,1
22299,0.319,53749,2,0
11632,0.129,17893,2,0
8723,0.16,7558,2,1
8553,0.374,7190,1,1
5000,0.306,10560,1,0
15391,0.035,14243,2,1
9519,0.416,5000,1,1
9043,0.242,11753,0,0
40000,0.128,84657,2,0
11491,0.488,14598,1,0
6796,0.222,14186,0,1
7996,0.237,17090,1,0
17574,0.403,38685,0,0
10473,0.21,17142,1,1
5000,0.042,9344,2,0
15671,0.121,14886,1,0
7086,0.45,5000,1,0
25251,0.097,38353,2,0
16983,0.34,7170,2,1
7913,0.312,10905,1,1
18779,0.341,11537,1,0
10238,0.249,6426,2,0
15159,0.12,33785,0,1
12611,0.203,22008,1,0
6482,0.206,11376,1,0
7174,0.527,8963,0,0
16563,0.407,21000,1,0
8371,0.121,8677,1,0
8088,0.391,10613,0,1
6139,0.068,10024,1,0
12231,0.301,9685,1,0
27757,0.283,26356,0,1
5803,0.14,8351,2,0
10017,0.066,12101,1,0
20052,0.128,42529,2,1
9510,0.132,20215,1,0
12409,0.133,13719,0,0
5818,0.379,7835,0,1
12260,0.037,30048,2,0
9013,0.489,19267,1,0
16201,0.119,13818,2,0
17920,0.323,17713,2,0
36126,0.373,20783,0,1
13224,0.477,24113,2,0
11648,0.393,12410,0,1
10907,0.18,16653,1,1
8295,0.144,16698,1,0
11722,0.408,25269,0,0
8538,0.437,9249,0,1
10766,0.277,9671,1,1
19125,0.121,41731,1,0
5983,0.223,7183,1,0
17499,0.363,37207,1,1
19121,0.106,13662,1,0
9329,0.33,21598,1,1
5000,0.17,7072,1,0
7303,0.157,5530,2,0
18929,0.24,28842,2,0
9784,0.476,21790,2,1
6005,0.379,7311,0,0
7689,0.327,5951,1,0
15067,0.764,24270,1,0
13008,0.47,27999,2,1
8782,0.242,5751,1,1
8238,0.22,5000,1,0
8136,0.413,5000,1,1
6240,0.329,5516,0,1
22196,0.093,9218,1,0
8423,0.144,10952,0,1
18189,0.092,33927,0,1
21176,0.122,40065,1,1
16303,0.168,28321,0,1
7975,0.24,8151,0,0
12110,0.177,23561,1,0
9778,0.18,15748,2,0
6299,0.34,13911,1,0
11639,0.242,16339,1,0
5488,0.5,5000,1,0
17922,0.387,31056,1,1
7845,0.348,5622,2,0
10944,0.418,26513,0,1
11403,0.114,21402,1,0
8695,0.371,17288,1,0
13271,0.155,24239,2,0
7805,0.498,5000,1,0
15300,0.279,21070,2,0
5049,0.173,8927,0,1
10542,0.542,9294,1,1
26094,0.359,47672,1,0
6001,0.217,12734,1,1
7052,0.564,6892,2,0
12796,0.584,10482,1,1
10826,0.23,24410,1,0
11793,0.041,5000,1,0
12639,0.221,11844,2,0
13593,0.374,17048,2,0
17237,0.205,31230,2,0
12147,0.104,30294,0,0
8772,0.282,10340,1,1
13853,0.172,33144,0,1
25589,0.424,29945,1,1
9262,0.058,17233,0,1
6079,0.532,5000,2,1
17215,0.455,23530,2,0
9318,0.069,20778,0,0
5000,0.124,5359,2,0
15119,0.235,9387,0,1
7572,0.534,11341,1,0
9459,0.148,12514,2,0
11684,0.203,10305,1,0
10886,0.422,25057,0,1
14111,0.284,23474,2,1
7960,0.253,8988,1,1
12791,0.123,31875,2,0
8692,0.396,5988,2,1
14319,0.524,31227,2,0
13462,0.409,11905,1,0
6199,0.262,5598,2,1
17034,0.317,24634,2,0
7570,0.19,13551,1,1
14824,0.376,27424,2,0
11892,0.361,5309,2,0
24812,0.332,24871,2,0
8850,0.204,15818,0,1
8311,0.25,18853,0,1
9801,0.174,17709,1,0
8505,0.309,8150,1,0
14764,0.224,21649,0,1
5000,0.2,8799,1,0
5843,0.782,5000,2,0
5802,0.037,8961,1,0
15917,0.34,22132,1,0
23278,0.076,25768,2,0
9393,0.256,16057,1,0
9095,0.412,15791,0,1
10249,0.132,25010,1,0
17693,0.056,22991,2,0
6224,0.345,9434,1,0
11149,0.151,8147,1,0
16116,0.113,25005,2,0
12715,0.213,6049,0,1
10881,0.602,7777,2,0
16326,0.196,12401,1,0
5000,0.167,8642,1,1
13890,0.21,22103,1,0
7136,0.099,14814,0,0
5000,0.214,6876,1,1
12779,0.53,17855,0,1
19669,0.117,14541,2,0
9239,0.125,18106,1,0
15937,0.384,6497,1,0
22162,0.42,28639,1,0
19100,0.489,15193,0,1
22471,0.049,45371,2,0
14343,0.192,26021,1,0
10277,0.407,19365,0,1
5000,0.088,5000,1,1
8751,0.479,15791,0,1
6492,0.419,12016,0,1
29303,0.085,11883,2,0
9063,0.185,9670,1,0
10525,0.198,6139,0,1
13039,0.333,23874,1,0
10115,0.215,8551,1,0
23098,0.144,22077,1,1
7249,0.552,5000,0,1
10908,0.182,15446,2,0
6827,0.253,5000,0,1
5115,0.354,11129,1,1
7288,0.187,5000,2,0
9715,0.36,5143,1,0
7985,0.203,13933,2,0
7000,0.608,16280,2,0
5000,0.165,11367,1,0
9494,0.208,5465,0,0
5000,0.449,5028,0,1
14472,0.482,21624,2,0
10313,0.254,5000,0,1
5000,0.614,7550,1,0
8479,0.068,11365,0,1
6794,0.248,11114,0,1
11609,0.201,27081,0,0
19345,0.275,18894,2,0
5000,0.15,8710,2,0
10483,0.283,13655,2,1
9135,0.097,12002,2,0
13844,0.24,24356,0,0
11010,0.239,26400,2,1
6795,0.297,15034,0,1
8437,0.245,14707,0,1
6647,0.19,9101,1,0
16949,0.131,21871,1,0
10003,0.339,20536,0,1
25606,0.186,21976,2,0
9601,0.381,15689,1,1
6945,0.193,10142,1,0
5000,0.115,8818,2,0
5000,0.074,5000,2,0
5000,0.154,9305,2,0
11311,0.587,19418,1,1
12763,0.083,9934,2,0
5000,0.117,6721,1,1
15483,0.244,28258,1,0
7773,0.164,17827,0,1
10650,0.238,6991,0,1
22161,0.345,9271,0,0
15497,0.533,11573,1,1
8653,0.184,21439,1,0
6338,0.628,12763,1,0
5000,0.494,8450,0,0
6907,0.153,5000,1,0
8905,0.505,11343,1,0
6041,0.137,11490,1,1
9268,0.084,21144,1,0
10284,0.117,12360,1,0
8844,0.213,22105,1,1
7150,0.036,5000,0,1
10767,0.117,13056,1,1
12344,0.054,27631,0,0
5737,0.637,10125,0,1
20039,0.193,42141,1,0
9421,0.366,21728,0,0
9990,0.174,14640,1,0
14102,0.245,12593,1,0
11121,0.072,20649,1,0
15939,0.147,25237,1,0
11425,0.291,23107,1,0
7286,0.07,10744,1,1
11857,0.16,24941,1,1
5586,0.275,12817,1,1
10449,0.097,20628,0,1
9734,0.511,19095,1,1
8919,0.222,14565,1,0
9281,0.351,12904,1,0
5000,0.216,12212,2,0
7522,0.31,13199,1,1
10367,0.166,22442,1,1
10720,0.101,15666,2,0
5920,0.097,9266,2,0
18636,0.336,33397,2,0
6418,0.219,12387,2,0
16070,0.155,21559,0,0
12253,0.083,14070,0,0
7164,0.216,6467,0,0
24044,0.23,31008,2,0
5448,0.331,5000,1,0
15671,0.33,19983,1,0
16322,0.463,36509,1,1
7077,0.051,17353,2,0
19855,0.303,32005,2,0
8733,0.198,6171,0,1
11434,0.215,14839,0,0
11272,0.166,18762,1,0
9254,0.077,10907,1,0
14844,0.145,12333,1,0
14716,0.231,12896,2,0
5000,0.313,6976,2,1
18999,0.338,16235,0,1
5000,0.103,5000,0,1
16585,0.246,37042,1,1
17384,0.3,35395,0,1
5735,0.257,5000,0,1
8059,0.032,8642,0,1
5693,0.261,8637,1,0
8888,0.177,5000,1,1
8484,0.182,15565,2,0
14615,0.444,17645,0,1
19056,0.412,23516,2,0
19887,0.182,19035,0,1
7471,0.211,8228,1,0
8914,0.106,19696,1,0
5000,0.079,10280,1,0
6614,0.439,15644,1,1
16033,0.526,29948,2,0
22198,0.414,35818,0,0
5339,0.635,5042,1,1
7359,0.294,13250,0,1
9767,0.241,22493,1,1
11385,0.325,6207,0,0
6602,0.284,8784,1,0
12234,0.279,8731,0,0
7809,0.25,16417,1,0
9825,0.269,16601,0,0
13005,0.369,29227,0,1
9928,0.117,5287,0,0
7956,0.398,18317,1,1
9369,0.353,5069,2,0
9469,0.051,9506,1,0
8225,0.306,5987,1,1
8695,0.416,6133,2,0
22011,0.14,16739,1,0
13101,0.377,18452,1,0
8537,0.497,17478,2,1
14023,0.288,32062,2,0
8375,0.371,13321,0,1
17793,0.095,13011,2,0
11906,0.413,6742,1,1
9380,0.278,13485,1,1
12380,0.473,24850,2,1
5000,0.406,8511,1,0
5634,0.259,9149,1,1
5448,0.278,5000,2,0
10630,0.198,13439,1,0
23535,0.283,36616,1,1
30201,0.523,50026,2,0
13616,0.25,5584,2,0
12713,0.52,10413,2,0
5000,0.53,11972,1,1
7545,0.136,11077,1,0
6674,0.231,12533,1,0
7255,0.167,7598,1,1
9099,0.442,14824,2,0
7816,0.261,8977,1,0
5000,0.279,5118,1,0
14385,0.431,18181,1,0
5788,0.618,7904,0,0
11154,0.617,12219,1,0
27918,0.223,26292,2,0
6249,0.541,10687,2,1
5000,0.377,5997,1,0
8578,0.389,7067,2,0
17162,0.639,34197,2,1
26348,0.111,50585,0,1
5351,0.235,12107,0,0
12687,0.528,19862,2,1
7842,0.222,7739,1,1
9386,0.343,20779,1,0
37129,0.188,36707,1,0
5000,0.215,8883,2,0
11235,0.371,8986,1,0
12504,0.421,21523,2,0
17032,0.194,36889,2,0
10394,0.419,15943,2,0
11545,0.245,16034,2,0
8136,0.401,20230,0,1
11322,0.273,5062,2,0
8336,0.337,9142,1,1
13504,0.262,31452,1,1
8227,0.082,14393,2,0
11950,0.222,18385,0,1
9753,0.286,16962,2,0
17379,0.252,18701,2,0
9646,0.665,5300,2,0
5000,0.418,5000,2,0
18600,0.339,20584,1,0
6292,0.283,8858,1,0
7137,0.063,8759,2,0
7347,0.273,10978,0,1
19677,0.405,15973,2,0
5000,0.178,5000,0,0
40000,0.177,45543,1,0
16781,0.117,23406,0,0
11065,0.134,12367,0,1
9629,0.802,15510,1,1
11416,0.417,11998,1,0
12843,0.345,9915,1,0
13665,0.342,30226,0,1
13066,0.609,10731,1,0
10350,0.487,25151,2,1
8967,0.053,22180,0,1
9176,0.149,17097,1,1
8978,0.36,13056,1,0
17446,0.309,36120,2,1
13316,0.287,29745,0,0
5000,0.107,9450,0,1
13738,0.236,8439,0,1
10909,0.389,5000,2,0
9804,0.197,7873,2,1
8149,0.093,6486,2,0
17362,0.434,13599,2,0
15895,0.089,23374,0,0
6724,0.426,10034,0,1
12131,0.247,23271,2,0
6088,0.247,5011,1,1
5000,0.387,5000,1,1
7234,0.198,13013,1,0
15232,0.533,21575,0,0
15939,0.152,28679,2,0
12791,0.383,15344,1,0
14222,0.181,28112,1,0
12811,0.32,23489,1,0
7181,0.307,12680,2,1
12282,0.354,5624,1,0
14767,0.108,32519,0,1
